assignee,video_path,video_key,class_name,start_frame,end_frame,fps,frame_count,frames_dir,notes
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c01.avi,JumpingJack__v_JumpingJack_g01_c01,jumping_jack,,,29.97002997002997,93,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g01_c01,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c02.avi,JumpingJack__v_JumpingJack_g01_c02,jumping_jack,,,29.97002997002997,91,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g01_c02,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c03.avi,JumpingJack__v_JumpingJack_g01_c03,jumping_jack,,,29.97002997002997,92,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g01_c03,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c04.avi,JumpingJack__v_JumpingJack_g01_c04,jumping_jack,,,29.97002997002997,89,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g01_c04,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c05.avi,JumpingJack__v_JumpingJack_g01_c05,jumping_jack,,,29.97002997002997,89,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g01_c05,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c06.avi,JumpingJack__v_JumpingJack_g01_c06,jumping_jack,,,29.97002997002997,88,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g01_c06,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c07.avi,JumpingJack__v_JumpingJack_g01_c07,jumping_jack,,,29.97002997002997,89,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g01_c07,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g02_c01.avi,JumpingJack__v_JumpingJack_g02_c01,jumping_jack,,,29.97002997002997,63,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g02_c01,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g02_c02.avi,JumpingJack__v_JumpingJack_g02_c02,jumping_jack,,,29.97002997002997,63,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g02_c02,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g02_c03.avi,JumpingJack__v_JumpingJack_g02_c03,jumping_jack,,,29.97002997002997,101,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g02_c03,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g02_c04.avi,JumpingJack__v_JumpingJack_g02_c04,jumping_jack,,,29.97002997002997,94,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g02_c04,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g03_c01.avi,JumpingJack__v_JumpingJack_g03_c01,jumping_jack,,,29.97002997002997,56,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g03_c01,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g03_c02.avi,JumpingJack__v_JumpingJack_g03_c02,jumping_jack,,,29.97002997002997,88,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g03_c02,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g03_c03.avi,JumpingJack__v_JumpingJack_g03_c03,jumping_jack,,,29.97002997002997,85,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g03_c03,
syq,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g03_c04.avi,JumpingJack__v_JumpingJack_g03_c04,jumping_jack,,,29.97002997002997,84,/home/shiyuqi/posedetect/outputs/ucf_frame_labeling/frames/JumpingJack__v_JumpingJack_g03_c04,
